memberid,coupondate,coupon id,usingflag,usingdate
3142,2021-07-28 13:20,pro_21102003,0,NULL
3142,2021-07-28 13:20,ice070880,0,NULL
3143,2021-07-29 13:49,pro_21102003,0,NULL
3143,2021-07-29 13:49,pro_21102003,0,NULL
3143,2021-07-29 13:49,ice070880,0,NULL
3144,2021-07-30 13:06,pro_21102003,0,NULL
3144,2021-07-30 13:06,pro_21102003,0,NULL
3144,2021-07-30 13:06,ice070880,0,NULL
3145,2021-07-30 16:04,pro_21102003,0,NULL
3145,2021-07-30 16:04,pro_21102003,0,NULL
3145,2021-07-30 16:04,ice070880,0,NULL
3146,2021-07-30 18:41,pro_21102003,0,NULL
3146,2021-07-30 18:41,pro_21102003,0,NULL
3146,2021-07-30 18:41,ice070880,0,NULL
3147,2021-07-31 10:30,pro_21102003,0,NULL
3147,2021-07-31 10:30,pro_21102003,0,NULL
3147,2021-07-31 10:30,ice070880,0,NULL
3148,2021-07-31 10:57,pro_21102003,0,NULL
3148,2021-07-31 10:57,pro_21102003,0,NULL
3148,2021-07-31 10:57,ice070880,0,NULL
3149,2021-08-02 11:27,pro_21102001,0,NULL
3150,2021-08-02 17:32,pro_21102001,0,NULL
3151,2021-08-02 17:42,pro_21102001,0,NULL
3152,2021-08-03 10:19,pro_21102001,0,NULL
3153,2021-08-05 11:29,pro_21102001,0,NULL
3154,2021-08-05 11:33,pro_21102001,0,NULL
3155,2021-08-07 10:22,pro_21102001,0,NULL
3156,2021-08-07 12:19,pro_21102001,0,NULL
3157,2021-08-07 13:12,pro_21102001,0,NULL
3158,2021-08-07 13:16,pro_21102001,0,NULL
3159,2021-08-07 13:22,pro_21102001,0,NULL
3160,2021-08-07 14:01,pro_21102001,0,NULL
3161,2021-08-07 15:26,pro_21102001,0,NULL
3162,2021-08-08 10:30,pro_21102001,0,NULL
3163,2021-08-08 10:41,pro_21102001,0,NULL
3164,2021-08-08 10:47,pro_21102001,0,NULL
3165,2021-08-08 10:53,pro_21102001,1,2021-09-18 19:50
3166,2021-08-08 15:57,pro_21102001,0,NULL
3167,2021-08-08 16:26,pro_21102001,0,NULL
3168,2021-08-08 16:58,pro_21102001,0,NULL
3169,2021-08-09 09:35,pro_21102001,0,NULL
3170,2021-08-09 09:39,pro_21102001,0,NULL
3171,2021-08-09 11:06,pro_21102001,0,NULL
3172,2021-08-09 15:10,pro_21102001,0,NULL
3173,2021-08-09 17:09,pro_21102001,0,NULL
3174,2021-08-09 17:18,pro_21102001,0,NULL
3175,2021-08-09 17:21,pro_21102001,0,NULL
3176,2021-08-09 17:25,pro_21102001,0,NULL
3177,2021-08-09 17:27,pro_21102001,0,NULL
3178,2021-08-09 17:30,pro_21102001,0,NULL
3179,2021-08-09 17:33,pro_21102001,0,NULL
3180,2021-08-09 17:36,pro_21102001,0,NULL
3181,2021-08-09 17:43,pro_21102001,0,NULL
3182,2021-08-09 17:44,pro_21102001,0,NULL
3183,2021-08-09 17:47,pro_21102001,0,NULL
3184,2021-08-09 17:50,pro_21102001,0,NULL
3185,2021-08-09 17:53,pro_21102001,0,NULL
3186,2021-08-09 18:06,pro_21102001,0,NULL
3187,2021-08-09 18:43,pro_21102001,0,NULL
3188,2021-08-09 19:46,pro_21102002,0,NULL
3189,2021-08-09 20:31,pro_21102002,0,NULL
3190,2021-08-09 20:49,pro_21102002,0,NULL
3191,2021-08-10 09:48,pro_21102002,0,NULL
3192,2021-08-10 09:59,pro_21102002,0,NULL
3193,2021-08-10 10:20,pro_21102002,0,NULL
3194,2021-08-10 11:16,pro_21102002,0,NULL
3195,2021-08-10 11:32,pro_21102002,0,NULL
3196,2021-08-10 15:06,pro_21102002,0,NULL
3197,2021-08-10 15:58,pro_21102003,0,NULL
3198,2021-08-10 16:04,pro_21102003,0,NULL
3199,2021-08-10 16:17,pro_21102003,0,NULL
3200,2021-08-10 16:26,pro_21102003,0,NULL
3201,2021-08-10 16:45,pro_21102003,0,NULL
3202,2021-08-10 16:56,pro_21102003,0,NULL
3203,2021-08-10 17:17,pro_21102003,1,2021-09-18 20:50
3204,2021-08-10 17:57,pro_21102003,0,NULL
3205,2021-08-10 18:08,pro_21102003,0,NULL
3206,2021-08-10 18:46,pro_21102003,0,NULL
3207,2021-08-10 19:11,pro_21102003,0,NULL
3208,2021-08-10 19:27,pro_21102003,0,NULL
3209,2021-08-10 19:29,pro_21102003,0,NULL
3210,2021-08-10 21:05,pro_21102003,0,NULL
3211,2021-08-11 09:20,pro_21102003,0,NULL
2611,2021-08-11 10:24,VI_211020,0,NULL
2612,2021-08-11 13:05,VI_211020,0,NULL
2613,2021-08-13 18:38,VI_211020,0,NULL
2614,2021-08-15 15:32,VI_211020,0,NULL
2615,2021-08-15 16:43,VI_211020,0,NULL
2616,2021-08-20 16:45,VI_211020,0,NULL
2617,2021-08-20 17:04,VI_211020,0,NULL
2618,2021-08-20 17:51,VI_211020,0,NULL
2619,2021-08-20 18:43,VI_211020,0,NULL
2620,2021-08-20 19:27,VI_211020,0,NULL
2621,2021-08-21 10:12,VI_211020,0,NULL
2622,2021-08-21 14:59,VI_211020,0,NULL
2623,2021-08-21 15:00,VI_211020,0,NULL
2624,2021-08-21 15:01,VI_211020,0,NULL
2625,2021-08-21 15:06,VI_211020,0,NULL
2626,2021-08-21 16:12,VI_211020,0,NULL
2627,2021-08-21 16:22,VI_211020,0,NULL
2628,2021-08-21 16:24,VI_211020,0,NULL
2629,2021-08-21 17:08,VI_211020,0,NULL
2630,2021-08-22 09:03,VI_211020,0,NULL
2631,2021-08-22 12:18,VI_211020,0,NULL
2632,2021-08-22 12:19,NA_211020,0,NULL
2633,2021-08-22 12:25,NA_211020,0,NULL
2634,2021-08-22 12:54,NA_211020,0,NULL
2635,2021-08-22 13:46,NA_211020,0,NULL
2636,2021-08-22 13:53,NA_211020,0,NULL
2637,2021-08-22 13:53,NA_211020,0,NULL
2638,2021-08-22 14:01,NA_211020,0,NULL
2639,2021-08-22 15:20,NA_211020,0,NULL
2640,2021-08-22 16:42,NA_211020,0,NULL
2641,2021-08-22 16:44,NA_211020,0,NULL
2642,2021-08-22 16:49,NA_211020,0,NULL
2643,2021-08-22 17:02,NA_211020,0,NULL
2644,2021-08-22 17:10,NA_211020,0,NULL
2645,2021-08-22 17:19,NA_211020,0,NULL
2646,2021-08-22 17:53,NA_211020,0,NULL
2647,2021-08-22 17:55,NA_211020,0,NULL
2648,2021-08-22 18:03,NA_211020,0,NULL
2649,2021-08-22 18:26,NA_211020,0,NULL
2650,2021-08-22 18:32,NA_211020,0,NULL
2651,2021-08-22 18:38,NA_211020,0,NULL
2652,2021-08-22 18:39,NA_211020,0,NULL
2653,2021-08-22 18:39,NA_211020,0,NULL
2654,2021-08-22 18:40,NA_211020,0,NULL
2655,2021-08-22 19:22,NA_211020,0,NULL
2656,2021-08-22 19:23,NA_211020,0,NULL
2657,2021-08-22 19:23,NA_211020,0,NULL
2658,2021-08-22 19:23,NA_211020,0,NULL
2659,2021-08-22 19:23,NW_211013,0,NULL
2660,2021-08-22 19:49,NW_211013,0,NULL
2661,2021-08-23 08:33,NW_211013,0,NULL
2662,2021-08-23 08:37,NW_211013,0,NULL
2663,2021-08-23 08:46,NW_211013,0,NULL
2664,2021-08-23 09:46,NW_211013,0,NULL
2665,2021-08-23 10:05,NW_211013,0,NULL
2666,2021-08-23 10:09,NW_211013,0,NULL
2667,2021-08-23 10:35,NW_211013,0,NULL
2668,2021-08-23 10:36,NW_211013,0,NULL
2669,2021-08-23 10:42,NW_211013,0,NULL
2670,2021-08-23 11:44,NW_211013,0,NULL
2671,2021-08-23 11:56,NW_211013,0,NULL
2672,2021-08-23 12:01,NW_211013,0,NULL
2673,2021-08-23 12:02,NW_211013,0,NULL
2674,2021-08-23 12:44,NW_211013,0,NULL
2675,2021-08-23 12:46,NW_211013,0,NULL
2676,2021-08-23 12:54,NW_211013,0,NULL
2677,2021-08-23 12:59,NW_211013,0,NULL
2678,2021-08-23 13:09,NW_211013,0,NULL
2679,2021-08-23 13:11,NW_211013,0,NULL
2747,2021-08-24 16:01,may2021035,0,NULL
2748,2021-08-29 16:27,may2021035,0,NULL
2749,2021-08-29 16:43,may2021035,0,NULL
2750,2021-08-29 16:47,may2021035,0,NULL
2751,2021-08-29 17:07,may2021035,0,NULL
2752,2021-08-29 17:10,may2021035,0,NULL
2753,2021-08-29 17:11,may2021035,1,2021-09-04 13:44
2754,2021-08-29 17:11,may2021035,1,2021-09-04 15:02
2755,2021-08-29 17:13,may2021035,1,2021-09-04 17:08
2756,2021-08-29 17:23,may2021035,1,2021-09-04 18:40
2757,2021-08-29 17:41,may2021035,0,NULL
2758,2021-08-29 17:47,may2021035,0,NULL
2759,2021-08-29 18:02,may2021035,0,NULL
2760,2021-08-29 18:14,may2021035,0,NULL
2761,2021-08-29 18:17,ddotuio0708,1,2021-09-05 17:08
2762,2021-08-29 18:19,ddotuio0708,1,2021-09-05 18:40
2763,2021-08-29 18:21,ddotuio0708,0,NULL
2764,2021-08-29 18:25,ddotuio0708,0,NULL
2765,2021-08-29 18:45,ddotuio0708,0,NULL
2766,2021-08-29 19:00,ddotuio0708,0,NULL
2767,2021-08-29 19:08,ddotuio0708,0,NULL
2768,2021-08-29 19:19,ddotuio0708,0,NULL
2769,2021-08-29 19:22,ddotuio0708,0,NULL
2770,2021-08-29 19:34,ice070880,0,NULL
2771,2021-08-29 19:34,ice070880,0,NULL
2772,2021-08-29 19:37,ice070880,0,NULL
2773,2021-08-29 19:44,ice070880,0,NULL
2774,2021-08-29 19:46,ice070880,0,NULL
2775,2021-08-29 19:52,ice070880,0,NULL
2776,2021-08-29 19:53,ice070880,0,NULL
2777,2021-08-29 21:05,ice070880,0,NULL
2778,2021-08-29 21:10,ice070880,0,NULL
2779,2021-08-29 21:31,ice070880,0,NULL
2780,2021-08-29 21:33,ice070880,0,NULL
2781,2021-08-30 07:09,ice070880,0,NULL
2782,2021-08-30 08:13,ice070880,0,NULL
2783,2021-08-30 11:11,ice070880,0,NULL
2784,2021-08-30 11:11,ice070880,0,NULL
2634,2021-09-01 02:13,ddotuio0708,0,NULL
3166,2021-09-01 05:52,ddotuio0708,0,NULL
2753,2021-09-01 07:24,ddotuio0708,0,NULL
2764,2021-09-01 07:24,ddotuio0708,0,NULL
2799,2021-09-01 10:28,pro_21102001,0,NULL
2684,2021-09-01 11:03,ddotuio0708,0,NULL
2800,2021-09-01 11:18,pro_21102001,0,NULL
2801,2021-09-01 11:20,pro_21102001,0,NULL
2802,2021-09-01 11:37,pro_21102001,0,NULL
2803,2021-09-01 11:39,pro_21102001,0,NULL
2804,2021-09-01 11:43,pro_21102001,0,NULL
2805,2021-09-01 11:52,pro_21102001,1,2021-09-14 14:08
2806,2021-09-01 11:56,pro_21102001,0,NULL
2807,2021-09-01 11:58,pro_21102001,0,NULL
2808,2021-09-01 12:00,pro_21102001,0,NULL
2809,2021-09-01 12:03,pro_21102001,0,NULL
2810,2021-09-01 12:15,pro_21102001,0,NULL
2811,2021-09-01 12:26,pro_21102001,0,NULL
2812,2021-09-01 12:36,pro_21102001,0,NULL
2813,2021-09-01 12:38,pro_21102001,0,NULL
2814,2021-09-01 12:40,pro_21102001,0,NULL
2815,2021-09-01 12:48,pro_21102001,0,NULL
2816,2021-09-01 12:51,pro_21102001,0,NULL
2817,2021-09-01 12:54,pro_21102001,0,NULL
2818,2021-09-01 12:54,pro_21102001,0,NULL
3201,2021-09-01 14:27,ddotuio0708,0,NULL
3132,2021-09-01 18:06,ddotuio0708,0,NULL
2719,2021-09-01 19:38,ddotuio0708,0,NULL
3167,2021-09-02 02:41,ddotuio0708,0,NULL
2754,2021-09-02 04:13,ddotuio0708,0,NULL
2765,2021-09-02 04:13,ddotuio0708,0,NULL
2685,2021-09-02 07:52,ddotuio0708,0,NULL
3202,2021-09-02 11:16,ddotuio0708,0,NULL
2819,2021-09-02 12:56,pro_21102001,0,NULL
2820,2021-09-02 12:57,pro_21102001,0,NULL
2821,2021-09-02 12:59,pro_21102001,1,2021-09-15 17:08
2822,2021-09-02 13:08,pro_21102001,0,NULL
2823,2021-09-02 13:45,pro_21102001,0,NULL
2824,2021-09-02 14:01,pro_21102001,0,NULL
2825,2021-09-02 14:09,pro_21102001,0,NULL
2826,2021-09-02 14:17,pro_21102001,0,NULL
2827,2021-09-02 14:22,pro_21102001,0,NULL
2828,2021-09-02 14:38,pro_21102001,0,NULL
2829,2021-09-02 14:45,pro_21102001,0,NULL
3133,2021-09-02 14:55,ddotuio0708,0,NULL
2830,2021-09-02 15:05,pro_21102002,0,NULL
2720,2021-09-02 16:27,ddotuio0708,0,NULL
2651,2021-09-02 20:06,ddotuio0708,0,NULL
2635,2021-09-02 23:02,ddotuio0708,0,NULL
3168,2021-09-02 23:30,ddotuio0708,0,NULL
2755,2021-09-03 01:02,ddotuio0708,0,NULL
2686,2021-09-03 04:41,ddotuio0708,0,NULL
3203,2021-09-03 08:05,ddotuio0708,0,NULL
3134,2021-09-03 11:44,ddotuio0708,0,NULL
2721,2021-09-03 13:16,ddotuio0708,0,NULL
2997,2021-09-03 13:26,may2021035,0,NULL
3000,2021-09-03 13:26,may2021035,0,NULL
2998,2021-09-03 13:36,may2021035,0,NULL
3001,2021-09-03 13:36,may2021035,0,NULL
2996,2021-09-03 13:42,may2021035,0,NULL
2999,2021-09-03 13:42,may2021035,0,NULL
3002,2021-09-03 13:42,may2021035,0,NULL
2831,2021-09-03 15:06,pro_21102002,0,NULL
2832,2021-09-03 15:06,pro_21102002,0,NULL
2652,2021-09-03 16:55,ddotuio0708,0,NULL
3169,2021-09-03 20:19,ddotuio0708,0,NULL
2756,2021-09-03 21:51,ddotuio0708,0,NULL
2833,2021-09-03 22:57,pro_21102002,0,NULL
2687,2021-09-04 01:30,ddotuio0708,0,NULL
3204,2021-09-04 04:54,ddotuio0708,0,NULL
2834,2021-09-04 07:37,pro_21102002,0,NULL
3135,2021-09-04 08:33,ddotuio0708,0,NULL
2722,2021-09-04 10:05,ddotuio0708,0,NULL
3003,2021-09-04 13:26,may2021035,1,2021-09-04 13:27
3006,2021-09-04 13:26,may2021035,1,2021-09-04 13:29
3009,2021-09-04 13:26,may2021035,1,2021-09-04 13:30
3012,2021-09-04 13:26,may2021035,1,2021-09-04 13:32
3004,2021-09-04 13:36,may2021035,1,2021-09-04 13:36
3007,2021-09-04 13:36,may2021035,0,NULL
3010,2021-09-04 13:36,may2021035,0,NULL
3013,2021-09-04 13:36,may2021035,0,NULL
3005,2021-09-04 13:42,may2021035,0,NULL
3008,2021-09-04 13:42,may2021035,0,NULL
3011,2021-09-04 13:42,may2021035,0,NULL
3014,2021-09-04 13:42,may2021035,0,NULL
2653,2021-09-04 13:44,ddotuio0708,0,NULL
2835,2021-09-04 15:02,pro_21102002,0,NULL
3170,2021-09-04 17:08,ddotuio0708,0,NULL
2757,2021-09-04 18:40,ddotuio0708,0,NULL
2636,2021-09-04 19:51,ddotuio0708,0,NULL
2836,2021-09-04 22:14,pro_21102002,0,NULL
2688,2021-09-04 22:19,ddotuio0708,0,NULL
3205,2021-09-05 01:43,ddotuio0708,0,NULL
3136,2021-09-05 05:22,ddotuio0708,1,2021-09-17 20:10
2837,2021-09-05 05:33,pro_21102002,0,NULL
2723,2021-09-05 06:54,ddotuio0708,0,NULL
2654,2021-09-05 10:33,ddotuio0708,0,NULL
2838,2021-09-05 13:01,pro_21102002,1,2021-09-05 13:36
3015,2021-09-05 13:26,may2021035,1,2021-09-05 13:57
3016,2021-09-05 13:36,may2021035,1,2021-09-05 15:29
3171,2021-09-05 13:57,ddotuio0708,1,2021-09-05 19:08
2758,2021-09-05 15:29,ddotuio0708,1,2021-09-05 19:08
2689,2021-09-05 19:08,ddotuio0708,0,NULL
2839,2021-09-05 20:13,pro_21102002,0,NULL
3017,2021-09-05 20:54,may2021035,0,NULL
3206,2021-09-05 22:32,ddotuio0708,0,NULL
3137,2021-09-06 02:11,ddotuio0708,0,NULL
2840,2021-09-06 03:32,pro_21102002,0,NULL
2724,2021-09-06 03:43,ddotuio0708,0,NULL
3018,2021-09-06 03:50,may2021035,0,NULL
2655,2021-09-06 07:22,ddotuio0708,0,NULL
3172,2021-09-06 10:46,ddotuio0708,0,NULL
2841,2021-09-06 10:49,pro_21102002,0,NULL
3019,2021-09-06 11:12,may2021035,0,NULL
2759,2021-09-06 12:18,ddotuio0708,1,2021-09-06 12:18
2690,2021-09-06 15:57,ddotuio0708,1,2021-09-06 15:57
2637,2021-09-06 16:40,ddotuio0708,1,2021-09-06 16:40
2842,2021-09-06 18:02,pro_21102002,0,NULL
3020,2021-09-06 18:30,may2021035,0,NULL
3207,2021-09-06 19:21,ddotuio0708,0,NULL
3138,2021-09-06 23:00,ddotuio0708,0,NULL
2725,2021-09-07 00:32,ddotuio0708,0,NULL
2843,2021-09-07 01:14,pro_21102002,0,NULL
3021,2021-09-07 01:26,may2021035,1,2021-09-11 15:37
2656,2021-09-07 04:11,ddotuio0708,1,2021-09-11 15:40
2952,2021-09-07 05:42,may2021035,1,2021-09-11 19:44
3173,2021-09-07 07:35,ddotuio0708,1,2021-09-11 20:48
2844,2021-09-07 08:29,pro_21102002,1,2021-09-11 20:51
3022,2021-09-07 08:48,may2021035,0,NULL
2760,2021-09-07 09:07,ddotuio0708,0,NULL
2691,2021-09-07 12:46,ddotuio0708,0,NULL
2953,2021-09-07 12:54,may2021035,0,NULL
2845,2021-09-07 15:44,pro_21102002,0,NULL
3023,2021-09-07 16:06,may2021035,0,NULL
3208,2021-09-07 16:10,ddotuio0708,0,NULL
3139,2021-09-07 19:49,ddotuio0708,0,NULL
2954,2021-09-07 20:11,may2021035,0,NULL
2726,2021-09-07 21:21,ddotuio0708,0,NULL
2846,2021-09-07 23:02,pro_21102002,0,NULL
3024,2021-09-07 23:02,may2021035,0,NULL
2657,2021-09-08 01:00,ddotuio0708,0,NULL
2955,2021-09-08 03:32,may2021035,0,NULL
3174,2021-09-08 04:24,ddotuio0708,0,NULL
2761,2021-09-08 05:56,ddotuio0708,0,NULL
2847,2021-09-08 06:15,pro_21102002,0,NULL
3025,2021-09-08 06:24,may2021035,0,NULL
2692,2021-09-08 09:35,ddotuio0708,0,NULL
2956,2021-09-08 11:39,may2021035,0,NULL
3209,2021-09-08 12:59,ddotuio0708,0,NULL
2638,2021-09-08 13:29,ddotuio0708,0,NULL
2848,2021-09-08 13:32,pro_21102002,0,NULL
3026,2021-09-08 13:42,may2021035,0,NULL
3140,2021-09-08 16:38,ddotuio0708,0,NULL
2727,2021-09-08 18:10,ddotuio0708,0,NULL
2957,2021-09-08 18:57,may2021035,0,NULL
3027,2021-09-08 20:38,may2021035,0,NULL
2849,2021-09-08 20:47,pro_21102002,0,NULL
2658,2021-09-08 21:49,ddotuio0708,0,NULL
3175,2021-09-09 01:13,ddotuio0708,0,NULL
2958,2021-09-09 02:12,may2021035,0,NULL
2762,2021-09-09 02:45,ddotuio0708,0,NULL
3028,2021-09-09 04:00,may2021035,0,NULL
2850,2021-09-09 04:10,pro_21102002,0,NULL
2693,2021-09-09 06:24,ddotuio0708,0,NULL
2959,2021-09-09 09:44,may2021035,0,NULL
3210,2021-09-09 09:48,ddotuio0708,0,NULL
3029,2021-09-09 11:18,may2021035,0,NULL
2851,2021-09-09 11:25,pro_21102002,0,NULL
3141,2021-09-09 13:27,ddotuio0708,0,NULL
3141,2021-09-09 13:27,ice070880,0,NULL
2728,2021-09-09 14:59,ddotuio0708,0,NULL
2960,2021-09-09 17:00,may2021035,0,NULL
3030,2021-09-09 18:14,may2021035,0,NULL
2659,2021-09-09 18:38,ddotuio0708,0,NULL
2852,2021-09-09 18:51,pro_21102002,0,NULL
3176,2021-09-09 22:02,ddotuio0708,0,NULL
2763,2021-09-09 23:34,ddotuio0708,0,NULL
2961,2021-09-10 00:14,may2021035,0,NULL
3031,2021-09-10 01:36,may2021035,0,NULL
2853,2021-09-10 02:28,pro_21102003,0,NULL
2694,2021-09-10 03:13,ddotuio0708,0,NULL
3211,2021-09-10 06:37,ddotuio0708,1,2021-09-10 06:37
2962,2021-09-10 07:32,may2021035,0,2021-09-10 10:16
3032,2021-09-10 08:54,may2021035,0,2021-09-10 10:18
2854,2021-09-10 09:40,pro_21102003,0,2021-09-10 11:48
3142,2021-09-10 10:16,ddotuio0708,1,2021-09-10 15:27
3142,2021-09-10 10:16,ice070880,0,2021-09-10 18:51
2639,2021-09-10 10:18,ddotuio0708,1,2021-09-10 18:37
2729,2021-09-10 11:48,ddotuio0708,1,2021-09-10 11:16
2963,2021-09-10 14:46,may2021035,0,2021-09-10 10:18
2660,2021-09-10 15:27,ddotuio0708,1,2021-09-10 11:48
3033,2021-09-10 15:50,may2021035,0,2021-09-10 15:27
2855,2021-09-10 17:14,pro_21102003,0,2021-09-10 18:51
3177,2021-09-10 18:51,ddotuio0708,0,NULL
2964,2021-09-10 22:03,may2021035,0,NULL
3034,2021-09-10 23:12,may2021035,0,NULL
2695,2021-09-11 00:02,ddotuio0708,0,NULL
2856,2021-09-11 00:41,pro_21102003,0,NULL
2611,2021-09-11 03:26,ddotuio0708,0,NULL
2965,2021-09-11 05:16,may2021035,0,NULL
3035,2021-09-11 06:30,may2021035,0,NULL
3143,2021-09-11 07:05,ddotuio0708,0,NULL
3143,2021-09-11 07:05,ice070880,0,NULL
2857,2021-09-11 08:18,pro_21102003,0,NULL
2730,2021-09-11 08:37,ddotuio0708,1,2021-09-25 12:44
2661,2021-09-11 12:16,ddotuio0708,1,2021-09-25 14:03
2966,2021-09-11 12:30,may2021035,1,2021-09-25 16:23
3036,2021-09-11 13:26,may2021035,1,2021-09-25 17:55
2858,2021-09-11 15:37,pro_21102003,0,NULL
3178,2021-09-11 15:40,ddotuio0708,0,NULL
2967,2021-09-11 19:44,may2021035,0,NULL
3037,2021-09-11 20:48,may2021035,0,NULL
2696,2021-09-11 20:51,ddotuio0708,0,NULL
2859,2021-09-11 22:51,pro_21102003,0,NULL
2612,2021-09-12 00:15,ddotuio0708,0,NULL
2968,2021-09-12 02:57,may2021035,0,NULL
3144,2021-09-12 03:54,ddotuio0708,0,NULL
3144,2021-09-12 03:54,ice070880,0,NULL
3038,2021-09-12 04:06,may2021035,0,NULL
2731,2021-09-12 05:26,ddotuio0708,0,NULL
2860,2021-09-12 06:04,pro_21102003,0,NULL
2640,2021-09-12 07:07,ddotuio0708,0,NULL
2662,2021-09-12 09:05,ddotuio0708,0,NULL
2969,2021-09-12 10:20,may2021035,1,2021-09-15 18:10
3039,2021-09-12 11:02,may2021035,0,NULL
3179,2021-09-12 12:29,ddotuio0708,1,2021-09-12 12:29
2861,2021-09-12 13:18,pro_21102003,1,2021-09-12 13:18
2970,2021-09-12 17:34,may2021035,1,2021-09-12 17:34
2697,2021-09-12 17:40,ddotuio0708,1,2021-09-12 17:40
3040,2021-09-12 18:24,may2021035,0,NULL
2613,2021-09-12 21:04,ddotuio0708,0,NULL
2862,2021-09-12 21:14,pro_21102003,0,NULL
3145,2021-09-13 00:43,ddotuio0708,0,NULL
3145,2021-09-13 00:43,ice070880,0,NULL
2971,2021-09-13 00:46,may2021035,0,NULL
3041,2021-09-13 01:42,may2021035,0,NULL
2732,2021-09-13 02:15,ddotuio0708,0,NULL
2863,2021-09-13 04:26,pro_21102003,0,NULL
2663,2021-09-13 05:54,ddotuio0708,0,NULL
2972,2021-09-13 08:00,may2021035,0,NULL
3042,2021-09-13 08:38,may2021035,0,NULL
3180,2021-09-13 09:18,ddotuio0708,0,NULL
2698,2021-09-13 14:29,ddotuio0708,0,NULL
2973,2021-09-13 15:14,may2021035,0,NULL
3043,2021-09-13 16:00,may2021035,0,NULL
2614,2021-09-13 17:53,ddotuio0708,0,NULL
3146,2021-09-13 21:32,ddotuio0708,0,NULL
3146,2021-09-13 21:32,ice070880,0,NULL
2974,2021-09-13 22:26,may2021035,0,NULL
